update,env_steps,agent_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,assignment_aux_loss,explained_variance,rollout_episode_return_mean,rollout_collision_count_mean,rollout_landmarks_covered_mean
10,17600,52800,-0.00013031586677225704,7.31357216835022,1.5411619544029236,4.016577690890699e-06,0.0,1.066094845533371,-0.006670117378234863,-11.608954479239054,1.6133333333333333,0.7836218487330211
11,19200,57600,-4.5628248008355854e-05,6.265804767608643,1.5339456498622894,2.9861530634889277e-06,0.0,1.0340086221694946,-0.005150914192199707,-11.37777073550105,1.4050632911392404,0.7305011383483705
12,20800,62400,-0.0001856036500988978,8.00155770778656,1.526393562555313,3.57944060169757e-06,0.0,1.0326640605926514,-0.03043997287750244,-11.781722477681578,1.4714285714285715,0.7294867017505183
13,22400,67200,-6.192267026561282e-05,8.486506462097168,1.518548458814621,3.195507503050976e-06,0.0,1.0389608144760132,-0.0012943744659423828,-11.612522390336443,1.7792207792207793,0.815044418622263
14,24000,72000,-0.00017981007346001832,6.869713306427002,1.5439711511135101,3.432009776815903e-06,0.0,1.047996461391449,-0.016731619834899902,-12.241439331044306,1.9871794871794872,0.7611290985853122
15,25600,76800,-0.0002784203772900895,6.532721281051636,1.5150384306907654,5.504472625261769e-06,0.0,1.0093680322170258,-0.03053891658782959,-10.719956796301735,1.3333333333333333,0.8180217240241201
16,27200,81600,-0.00010031856876602241,5.649908900260925,1.525945246219635,6.2194583279051585e-06,0.0,1.0284173786640167,-0.00715029239654541,-11.018836675498347,1.2179487179487178,0.7929693483465344
17,28800,86400,-0.00015219573353553173,7.561566114425659,1.5154224336147308,4.538611847237917e-06,0.0,1.0283226072788239,-0.030936479568481445,-11.40031258085717,1.4383561643835616,0.8249388113707185
18,30400,91200,-0.000137455764779304,6.219008445739746,1.52811399102211,4.273075489891198e-06,0.0,1.0319959819316864,0.0189894437789917,-11.974412316154387,1.6216216216216217,0.7685499685972496
19,32000,96000,-6.639622311943594e-05,5.667911529541016,1.497139424085617,3.0734063329873607e-06,0.0,1.0191488862037659,-0.0342099666595459,-11.113246579295058,1.6842105263157894,0.8051487880611877
20,33600,100800,-6.826177070173856e-05,6.813247919082642,1.5294359922409058,2.50732061601866e-06,0.0,1.0472013354301453,-0.006379127502441406,-10.93610173483655,1.5138888888888888,0.7867977103081929
21,35200,105600,-0.00010272920022558196,6.665482878684998,1.5101299583911896,2.394947244965806e-06,0.0,1.0131824016571045,-0.018372535705566406,-12.073092252396876,1.6,0.7476304558510644
22,36800,110400,-0.00024884566853877743,5.831018567085266,1.4831795394420624,4.546754098555539e-06,0.0,0.9596191048622131,0.0025127530097961426,-11.087938118089989,1.353658536585366,0.8076795425642932
23,38400,115200,-0.00024760153159153475,6.435401678085327,1.4989717900753021,6.606797882113824e-06,0.0,0.9791703522205353,0.0012389421463012695,-10.786861438052687,1.2658227848101267,0.8262891839708021
24,40000,120000,-4.468344044639139e-05,7.2756874561309814,1.5149586498737335,4.145714854075777e-06,0.0,1.0035002529621124,0.011195838451385498,-11.02587247322101,1.605263157894737,0.8004903946868138
25,41600,124800,-6.695572355042145e-05,6.694162607192993,1.4959083199501038,2.6647607143104324e-06,0.0,0.9812444895505905,0.012918055057525635,-11.920831444142225,1.3421052631578947,0.7042361545745421
26,43200,129600,-0.00019404500722863816,6.864949584007263,1.5222784280776978,3.371252617512255e-06,0.0,1.0144616663455963,-0.009499311447143555,-11.032384774448653,1.3461538461538463,0.7726224076805737
27,44800,134400,-0.00017262458997713281,6.219945430755615,1.505715250968933,4.557706489549673e-06,0.0,0.9980393350124359,0.005640983581542969,-10.761636885639248,1.2435897435897436,0.8140822051580436
28,46400,139200,-0.00013223826630559543,6.905460000038147,1.5257344245910645,4.250113789794341e-06,0.0,1.0132751762866974,-0.005286574363708496,-12.038780932208377,1.7945205479452055,0.8037399983707217
29,48000,144000,-0.00017124764912290757,7.151475667953491,1.524330198764801,3.920190607686891e-06,0.0,1.0290823578834534,0.014672994613647461,-10.861212107776929,1.2195121951219512,0.7798593673848033
30,49600,148800,-4.6819152073607206e-05,7.452643156051636,1.538998693227768,3.1827518967020296e-06,0.0,1.0641956329345703,-0.04131877422332764,-11.287971323922585,1.4625,0.8007144308724434
31,51200,153600,-0.0002750929516324163,6.19767165184021,1.514142632484436,2.973955034235587e-06,0.0,1.02293860912323,0.017100393772125244,-11.3874394896285,1.5625,0.7781217494548907
32,52800,158400,-0.00011267708679962851,7.062466740608215,1.5294069945812225,4.264577199819541e-06,0.0,1.0383875966072083,-0.023685932159423828,-11.922675791063478,1.5714285714285714,0.8044586122255679
33,54400,163200,-0.0002785175625472647,7.122639298439026,1.5002983212471008,4.5224232394502906e-06,0.0,1.0006858110427856,-0.009627223014831543,-11.294063909660544,1.7222222222222223,0.8082466710816898
34,56000,168000,-0.00013871751416427713,6.5319273471832275,1.5135580003261566,4.62029123582397e-06,0.0,1.0055827498435974,-0.016432523727416992,-12.38307067951084,1.4861111111111112,0.7738556423569126
35,57600,172800,-0.00021203212469078636,6.416026830673218,1.4994198381900787,6.188636319848229e-06,0.0,1.0109822154045105,-0.02950894832611084,-11.444879804665046,1.3703703703703705,0.7884117205365268
36,59200,177600,-7.016077786836661e-05,6.56451952457428,1.5304524898529053,4.9573672242786415e-06,0.0,1.0343874394893646,0.013800561428070068,-11.45662842073561,1.7464788732394365,0.8306539138997966
37,60800,182400,-0.00019404411192225357,7.066537618637085,1.5296488106250763,4.184420731689897e-06,0.0,1.0398524701595306,0.022446393966674805,-11.473475136365819,1.4050632911392404,0.8285944833510906
38,62400,187200,-0.00018404368667646054,7.424529433250427,1.5357086062431335,5.64523287494012e-06,0.0,1.0374749302864075,0.009094834327697754,-12.13640319340414,1.5555555555555556,0.7447590891868386
39,64000,192000,-6.986618169321779e-05,7.482275128364563,1.49208465218544,4.454117657815004e-06,0.0,0.9783039838075638,-0.06042671203613281,-11.694667914874238,1.2727272727272727,0.7792633772672992
40,65600,196800,-0.000219148693213711,6.004909873008728,1.4879724383354187,3.844733555524726e-06,0.0,0.972988948225975,-0.014747023582458496,-11.905292472547384,1.4230769230769231,0.8412954266065514
41,67200,201600,-0.00016753122275936505,6.105267882347107,1.4870407283306122,4.545462957139534e-06,0.0,0.9928057640790939,9.924173355102539e-05,-10.547176939890885,1.2857142857142858,0.8267243651752109
42,68800,206400,-0.00016894891901753084,6.575382947921753,1.4870832860469818,4.321876787116707e-06,0.0,1.0016282200813293,-0.036333441734313965,-10.541844337653274,1.1794871794871795,0.8296745847119384
43,70400,211200,-4.8439102101838216e-05,6.6352702379226685,1.5357590913772583,2.637517155790192e-06,0.0,1.0351595282554626,-0.021828055381774902,-12.473183228926999,1.6714285714285715,0.6940708656422944
44,72000,216000,-0.00028975561857791376,6.337703704833984,1.5111598074436188,4.7000824281440146e-06,0.0,1.0007058680057526,0.019961178302764893,-11.196790802068318,1.3055555555555556,0.8168928371053208
45,73600,220800,-7.995873793342767e-05,6.982756495475769,1.5007246732711792,4.031025014228362e-06,0.0,0.99547278881073,-0.045407772064208984,-11.100604247645819,1.527027027027027,0.8140862829052694
46,75200,225600,-0.00014447390640270896,6.987265229225159,1.5266126990318298,3.5245833487351774e-06,0.0,1.0333340466022491,-0.0282742977142334,-11.13274637714494,1.65,0.804325326265283
47,76800,230400,-0.0001416415724815323,7.1023852825164795,1.5263865888118744,3.435783924032876e-06,0.0,1.035848081111908,-0.03512167930603027,-12.623520094182407,1.7763157894736843,0.7201084766796619
48,78400,235200,-7.767453946172509e-05,7.0758984088897705,1.5136197209358215,2.581388628186687e-06,0.0,1.0269068479537964,-0.011823058128356934,-12.558113378496506,1.8076923076923077,0.6951124423862499
49,80000,240000,-0.0001630900785674072,6.883598804473877,1.5212007462978363,2.252357091947488e-06,0.0,1.0364845097064972,-0.015485882759094238,-10.901296240759589,1.5526315789473684,0.7857086876817696
50,81600,244800,-0.00022880330958319206,6.021167874336243,1.497327595949173,4.5528356338309095e-06,0.0,1.0000143647193909,-0.017873287200927734,-11.068262523454095,1.3205128205128205,0.7458934955067057
51,83200,249600,-7.268026457474264e-05,6.503618955612183,1.531111717224121,3.5830634317335353e-06,0.0,1.0310626924037933,0.021293282508850098,-10.812082900169802,1.4545454545454546,0.8138182188838706
52,84800,254400,-7.402062400174714e-05,5.948567986488342,1.4992700517177582,2.9612123597644313e-06,0.0,0.9651222079992294,0.009086191654205322,-11.843915542844863,1.3428571428571427,0.7863218011586278
53,86400,259200,-0.0001980848600222629,7.7032365798950195,1.5183428823947906,3.6015386513099656e-06,0.0,1.0293233692646027,-0.038536906242370605,-11.392298736645804,1.4545454545454546,0.7349613779964607
54,88000,264000,-5.1048881859916406e-05,7.226023435592651,1.5148564577102661,3.0978094969214e-06,0.0,1.0288862884044647,-0.005295872688293457,-11.685129282971868,1.5584415584415585,0.751232034973515
55,89600,268800,-0.00011196277788272369,6.405442714691162,1.505405306816101,3.219905735818429e-06,0.0,1.0080595314502716,-0.018517136573791504,-11.316976782723385,1.423529411764706,0.7906841520247848
56,91200,273600,-0.00014806509123488354,7.201191425323486,1.5108240842819214,3.605894789870945e-06,0.0,1.004391223192215,-0.026270627975463867,-11.350137984694705,1.4933333333333334,0.7221321397671244
57,92800,278400,-0.0001998049725076001,6.422485709190369,1.5127839148044586,4.523822525470678e-06,0.0,1.010079950094223,0.007608354091644287,-11.683074187663664,1.5185185185185186,0.8133021103770369
58,94400,283200,-0.00013571024137482013,6.677870392799377,1.517977774143219,4.042279869054255e-06,0.0,1.0116865634918213,-0.029353857040405273,-10.753714804078143,1.3733333333333333,0.8314364126971476
59,96000,288000,-5.768216087709277e-05,7.578238248825073,1.544210135936737,2.6778830886087235e-06,0.0,1.061384677886963,-0.0247189998626709,-11.921942148531476,1.9066666666666667,0.7499135649407153
60,97600,292800,-9.931400509088917e-06,7.372677206993103,1.5025627315044403,1.5729339963854727e-06,0.0,0.996701717376709,-0.01662147045135498,-12.435541604103314,1.8133333333333332,0.7485866331969979
61,99200,297600,-0.00011656522634417854,7.223005771636963,1.5041660368442535,1.6674725102916454e-06,0.0,1.0128376185894012,0.012720465660095215,-11.193202866995826,1.5063291139240507,0.8265979015436494
62,100800,302400,-0.00017261482695118957,7.151601314544678,1.5132026970386505,2.665962085757201e-06,0.0,1.0104347169399261,-0.043323397636413574,-12.60808159656122,1.3846153846153846,0.7082526525415102
63,102400,307200,-9.76794953384541e-05,6.123657941818237,1.5106179118156433,3.0235223533736644e-06,0.0,0.9993896484375,-0.0748755931854248,-11.578108529473344,1.32,0.82533101339615
64,104000,312000,-0.00015219271001143397,6.917153716087341,1.5453297793865204,2.648239004088282e-06,0.0,1.0618287920951843,-0.02906632423400879,-10.596372947937766,1.4430379746835442,0.8195843037128772
65,105600,316800,-0.00015913165938385987,6.713796854019165,1.5300516784191132,4.155582132625568e-06,0.0,1.0218353271484375,-0.011642217636108398,-11.606866896695768,1.5625,0.7672684764860108
66,107200,321600,-2.3064463593902573e-05,7.306573987007141,1.544943481683731,2.4095014197200726e-06,0.0,1.0526602566242218,0.005307912826538086,-12.486416579347496,1.6575342465753424,0.7033403869093237
67,108800,326400,-0.00014302670911980897,6.326688528060913,1.531457006931305,2.133302658080538e-06,0.0,1.0349936485290527,-0.021265506744384766,-10.9865638177115,1.4146341463414633,0.8276630166401175
68,110400,331200,-0.0001201701484023765,6.969458699226379,1.5226237177848816,2.73236540238031e-06,0.0,1.023497849702835,-0.01238250732421875,-11.869951762871382,1.5753424657534247,0.7491559426722624
69,112000,336000,-0.0002888193700343322,6.541327953338623,1.5224033892154694,4.253960156574976e-06,0.0,1.0236599147319794,0.0023088455200195312,-11.520553949905976,1.6708860759493671,0.7829972527231858
70,113600,340800,-0.00017847135641169132,6.553125619888306,1.5207670032978058,5.855089938222591e-06,0.0,1.030556470155716,0.010478734970092773,-11.306944524612693,1.4,0.823133994215553
71,115200,345600,-9.209047948388616e-05,6.089115738868713,1.542962521314621,5.4310727364281774e-06,0.0,1.035551756620407,0.004445195198059082,-11.718549524262352,1.5526315789473684,0.7601789716208496
72,116800,350400,-0.00010415390170237515,7.507732033729553,1.5204650461673737,3.752624536446092e-06,0.0,1.0114313066005707,-0.03466451168060303,-12.59655068517922,1.63013698630137,0.7220953596205848
73,118400,355200,-3.601297772792833e-05,7.318854570388794,1.5297092199325562,2.240363940586576e-06,0.0,1.0211197435855865,-0.0013178586959838867,-11.431868988857197,1.763157894736842,0.7932442429462065
74,120000,360000,-0.00018640786693158162,6.534528017044067,1.5102189481258392,2.4798558797556325e-06,0.0,1.0273743271827698,-0.0016701221466064453,-12.248148681041267,1.1733333333333333,0.6993639558927485
75,121600,364800,-3.290265720351515e-05,6.137584447860718,1.545404702425003,2.3680902216938193e-06,0.0,1.0711679458618164,0.041101813316345215,-12.132057461173158,1.8767123287671232,0.7501807712488181
76,123200,369600,-0.0001210500249726465,6.189979672431946,1.5126876831054688,2.6047183752098135e-06,0.0,1.0245141983032227,-0.0282590389251709,-10.47029543936543,1.2077922077922079,0.8012516572895914
77,124800,374400,-0.0001500708617095392,6.147050857543945,1.5085748732089996,4.0758820603059576e-06,0.0,1.0085722208023071,-0.052491068840026855,-10.560465218506783,1.3734939759036144,0.7921764207939276
78,126400,379200,-0.00016538999712789604,7.3894569873809814,1.5259688198566437,4.74943078643264e-06,0.0,1.0307995975017548,-0.06666278839111328,-12.775456030047625,1.5810810810810811,0.768725607336625
79,128000,384000,-0.00015353191891331885,6.442319631576538,1.5174532532691956,3.941420061437384e-06,0.0,1.0169337391853333,0.005857408046722412,-12.029014573778426,1.6857142857142857,0.7373815858327136
80,129600,388800,-0.0001704819481527231,7.534288763999939,1.4851943850517273,4.744064142414572e-06,0.0,0.9692329615354538,0.02674168348312378,-11.715978597659205,1.36,0.7874001861098375
81,131200,393600,-6.666064173255215e-05,6.440191745758057,1.540236622095108,3.704016535266419e-06,0.0,1.085170716047287,-0.028670072555541992,-12.233658260707784,1.5135135135135136,0.8272535641528777
82,132800,398400,-0.00016992941578752863,6.035621404647827,1.5175373554229736,4.408012557632901e-06,0.0,1.0344663262367249,-0.0076563358306884766,-12.052146919014486,1.9210526315789473,0.7528321453364227
83,134400,403200,-0.00016563817618608923,6.006464958190918,1.5051792562007904,5.207726445632943e-06,0.0,0.9888876229524612,0.013096332550048828,-10.900109641866553,1.48,0.8239509687318409
84,136000,408000,-0.00023579038657750573,6.352673768997192,1.520118772983551,5.7078663928678e-06,0.0,1.037474364042282,-0.032174110412597656,-11.23794547440202,1.7922077922077921,0.7410581574491872
85,137600,412800,-8.988715487223686e-05,6.432357430458069,1.5087474882602692,4.81761293258387e-06,0.0,1.0236053764820099,-0.0453413724899292,-11.386392124924502,1.7792207792207793,0.8177562282170278
86,139200,417600,-0.00011619731616541173,6.840539336204529,1.5228341221809387,2.8719846625335776e-06,0.0,1.0284955203533173,0.022602736949920654,-11.917507283157773,1.5733333333333333,0.6794526828037528
87,140800,422400,-7.800981502459337e-05,6.5304038524627686,1.5117128491401672,2.845725958877665e-06,0.0,1.0247396230697632,-0.02707505226135254,-11.604261613918476,1.3253012048192772,0.7386491481837383
88,142400,427200,-0.0001028566056273661,5.888997554779053,1.5315560102462769,3.23002925028959e-06,0.0,1.0228539407253265,-0.005189299583435059,-11.813480570543188,1.445945945945946,0.783030086385686
89,144000,432000,-0.00013753325030851915,6.308170795440674,1.5274230539798737,3.2553403457313834e-06,0.0,1.0232091546058655,-0.005970001220703125,-9.942755815690502,1.135135135135135,0.8000862802720388
90,145600,436800,-0.000110712720779782,6.33923614025116,1.5140355229377747,2.7912715268030297e-06,0.0,1.0202650129795074,-0.017011404037475586,-11.060134611825148,1.5333333333333334,0.8122651196392884
91,147200,441600,-9.325034774487762e-05,5.84662401676178,1.5088988244533539,2.2133625634523924e-06,0.0,1.0030999183654785,-0.03836870193481445,-11.686220143635422,1.4415584415584415,0.745971868814231
92,148800,446400,-0.00014962643435900702,6.505397915840149,1.5255810022354126,2.770377307115268e-06,0.0,1.0502147674560547,-0.04541599750518799,-11.45017384168454,1.5714285714285714,0.781377994113789
93,150400,451200,-0.00011859368885769328,5.472870826721191,1.542352706193924,3.0557089587546216e-06,0.0,1.0559197068214417,0.0322842001914978,-11.038322105170678,1.8734177215189873,0.811162466817269
94,152000,456000,-0.00013579189428147842,6.1404582262039185,1.5249359011650085,3.3262068370731868e-06,0.0,1.0096689462661743,-0.06339788436889648,-11.62941574940441,1.7162162162162162,0.7539614590078987
95,153600,460800,-7.78104374876687e-05,7.2939276695251465,1.5317024886608124,2.2129458017161596e-06,0.0,1.0374829471111298,-0.007799267768859863,-12.214912422368643,1.5211267605633803,0.7459826044021497
96,155200,465600,-0.00010074376979885002,5.656680226325989,1.5089960098266602,1.7512147110210208e-06,0.0,1.0336485803127289,-0.03468942642211914,-12.953378996777312,1.5694444444444444,0.7489102986048375
97,156800,470400,-0.00015875175915347484,5.642566084861755,1.552846521139145,2.2659031628791126e-06,0.0,1.0702651143074036,-0.0077745914459228516,-10.621911463383425,1.5256410256410255,0.7670491217469018
98,158400,475200,-0.00017915654803779546,6.755727052688599,1.5445480048656464,3.1969835134759705e-06,0.0,1.0551508665084839,0.029948294162750244,-11.392402021314012,1.382716049382716,0.7138602079094544
99,160000,480000,-8.759051477724711e-05,5.669085383415222,1.498363435268402,3.234515787653436e-06,0.0,0.9939356446266174,-0.005755066871643066,-11.244916576727093,1.2025316455696202,0.8065154717763763
100,161600,484800,-1.981689619245941e-05,6.5116212368011475,1.5203364193439484,2.220910943151466e-06,0.0,1.0439344942569733,-0.06748855113983154,-12.289206791260877,1.7534246575342465,0.7284138954969392
101,163200,489600,-2.2478215412125024e-05,6.224788188934326,1.5028378069400787,9.016297042307997e-07,0.0,0.9990867525339127,0.037924110889434814,-11.018848531609361,0.987012987012987,0.8340654544013878
102,164800,494400,-0.00011626653686125366,5.208030104637146,1.4770763516426086,1.5155715118453372e-06,0.0,0.9887898862361908,-0.027028679847717285,-11.207933679987805,1.6585365853658536,0.8195263165464772
103,166400,499200,-0.00014867648234950792,5.4662007093429565,1.5175731480121613,2.3892964691185625e-06,0.0,1.0186207294464111,-0.07166182994842529,-11.273487319821092,1.5068493150684932,0.7937035905816665
104,168000,504000,-5.3040013171967715e-05,5.444314241409302,1.5078440308570862,2.051547710379964e-06,0.0,0.9965147525072098,-0.01068270206451416,-10.877816366119328,1.3076923076923077,0.7708883283899721
105,169600,508800,-0.0001081254918244845,6.202044486999512,1.5263542234897614,2.0556012003680735e-06,0.0,1.0291198790073395,-0.014554977416992188,-10.880788917705003,1.5555555555555556,0.837730091272473
106,171200,513600,-0.00020512632967450983,6.920607089996338,1.531120091676712,3.544192296089932e-06,0.0,1.046316534280777,-0.024653315544128418,-11.896822775262924,1.2266666666666666,0.7916516940535919
107,172800,518400,-0.00024741537024963733,6.124778985977173,1.4751578867435455,5.253914309832908e-06,0.0,0.9632472097873688,-0.07584643363952637,-12.027521395534276,1.44,0.7610750381663427
108,174400,523200,7.532537347643142e-06,5.665352821350098,1.493238925933838,3.4952907697061164e-06,0.0,0.973855584859848,-0.01227712631225586,-11.610981464707924,1.271604938271605,0.7983247300495274
109,176000,528000,-0.00010347359038842541,6.197333574295044,1.5432690680027008,2.684602478097986e-06,0.0,1.0677779614925385,-0.0446927547454834,-11.0815342352072,1.236842105263158,0.7960761760087084
110,177600,532800,-8.706390955914856e-05,6.248958945274353,1.5460881888866425,2.7320498361405043e-06,0.0,1.0741729438304901,-0.047490715980529785,-12.048183237110646,1.7183098591549295,0.728990597999303
111,179200,537600,-9.953141234286811e-05,5.672997832298279,1.5074738264083862,2.1010451547454068e-06,0.0,1.0027406215667725,-0.03619861602783203,-10.839224540465512,1.45,0.8189455988067511
112,180800,542400,-0.00016667623262045517,5.328791379928589,1.5001554191112518,2.4733261625442537e-06,0.0,1.0170986950397491,-0.05717968940734863,-10.877438217766272,1.525,0.7910381047363818
113,182400,547200,-5.357481460599445e-05,5.293111801147461,1.4726321399211884,2.911498341973129e-06,0.0,0.9748432338237762,-0.03585183620452881,-10.884400044629972,1.4533333333333334,0.8071773759291864
114,184000,552000,-0.0001328643794114015,5.764323115348816,1.4989850223064423,2.423434125375934e-06,0.0,1.0002867579460144,-0.05703568458557129,-10.7407912916273,1.4230769230769231,0.8299525196532894
115,185600,556800,-7.884971819294151e-05,5.606545805931091,1.497037947177887,2.7082511167009216e-06,0.0,1.003918319940567,-0.07181155681610107,-12.548164620055331,1.5571428571428572,0.7458232578187004
116,187200,561600,-5.22965183744617e-05,6.4191858768463135,1.4897690117359161,1.9074289383524956e-06,0.0,1.0019434988498688,0.004480898380279541,-11.545772245946225,1.4736842105263157,0.8359930983730143
117,188800,566400,-3.1289160133063376e-05,5.365223288536072,1.5277788043022156,1.420914188088318e-06,0.0,1.06071937084198,-0.013658285140991211,-11.772908093322378,1.7375,0.7550333899033841
118,190400,571200,-0.00010915145354373212,5.192710995674133,1.5174274742603302,2.148359740772321e-06,0.0,1.0252079665660858,-0.05631721019744873,-10.742560707891185,1.7037037037037037,0.8035346200507505
119,192000,576000,-0.00014214947783308673,6.61970841884613,1.496345192193985,3.271120419867657e-06,0.0,0.9974919706583023,-0.09352385997772217,-11.822318373213486,1.6111111111111112,0.8200123893870388
120,193600,580800,-9.235888683178928e-05,6.5946701765060425,1.5252053141593933,3.180410672598555e-06,0.0,1.0310583412647247,-0.042478322982788086,-13.4092232336265,1.2837837837837838,0.7539595683028513
121,195200,585600,-0.00011350587454206362,7.1149091720581055,1.529107242822647,3.0350732345141296e-06,0.0,1.0651623010635376,-0.07712435722351074,-10.809847456955419,1.5974025974025974,0.7522495002802783
122,196800,590400,-0.00019023176326316005,5.52525782585144,1.504279613494873,3.4887854667431384e-06,0.0,1.004658281803131,-0.0645214319229126,-12.393169434099564,1.4533333333333334,0.7392352753232817
123,198400,595200,-0.00012724251046147828,6.264924764633179,1.506681203842163,3.95934563357514e-06,0.0,1.0179100930690765,-0.02071857452392578,-11.40788498248491,1.1333333333333333,0.7956817081797967
124,200000,600000,-0.00016739405757126846,5.401129364967346,1.5028834640979767,3.2056111223255357e-06,0.0,1.0039230287075043,-0.06217050552368164,-11.796643251005822,1.2105263157894737,0.734831164442901
125,201600,604800,-3.484480114823718e-05,5.13632869720459,1.5160536766052246,2.891584330200203e-06,0.0,1.0528310537338257,-0.0007649660110473633,-11.333577235564924,1.6216216216216217,0.7942083919377297
126,203200,609600,-8.502714517799603e-05,4.92294716835022,1.491804301738739,3.070475003141837e-06,0.0,0.9791791141033173,-0.08546268939971924,-10.389628648895012,1.4675324675324675,0.8593758252019532
127,204800,614400,-0.0001461726433262811,6.68790864944458,1.5440044701099396,2.6362156404502457e-06,0.0,1.0633136332035065,-0.0592578649520874,-11.247735198587177,1.4177215189873418,0.7857668051706211
128,206400,619200,-0.00012938246338300985,6.38689661026001,1.5331355929374695,2.3109675595378576e-06,0.0,1.03322371840477,-0.08168351650238037,-12.498929127642123,1.759493670886076,0.7458006102791932
129,208000,624000,-3.4203678785593716e-05,6.007950067520142,1.4924135506153107,2.2675900765989354e-06,0.0,1.0168662667274475,-0.07468080520629883,-11.066968342670835,1.3975903614457832,0.7761078733785013
130,209600,628800,-8.459612661670945e-05,5.488125920295715,1.5167019665241241,1.7090538335651217e-06,0.0,1.0191430151462555,-0.07667696475982666,-11.550065601815781,1.5333333333333334,0.8145793767207551
131,211200,633600,-0.00015165299053476744,6.1986764669418335,1.5356513559818268,2.2315467305134007e-06,0.0,1.0588961839675903,-0.011678576469421387,-11.892239911064982,1.5753424657534247,0.7594971521031603
132,212800,638400,-4.48372944923392e-05,6.040402173995972,1.5482968986034393,2.718605088602999e-06,0.0,1.0634791254997253,-0.07123124599456787,-10.753334856409039,1.8076923076923077,0.777982844855858
133,214400,643200,-0.00012118205271688387,5.8472700119018555,1.5438998937606812,2.586683208960494e-06,0.0,1.0764011442661285,-0.07021176815032959,-11.0939473593918,1.775,0.7433997272199168
134,216000,648000,-9.976386818377758e-05,5.990752577781677,1.5130287110805511,1.9835121491951213e-06,0.0,1.016455352306366,-0.0605616569519043,-11.721833119735432,1.875,0.7811127814352046
135,217600,652800,-0.00013097666163952582,4.790362238883972,1.5201791822910309,2.315701024713235e-06,0.0,1.0351656675338745,-0.03164219856262207,-11.915812659379617,1.4342105263157894,0.7673088165636437
136,219200,657600,-0.00014783345148305926,5.512552738189697,1.5077989399433136,4.618628906882805e-06,0.0,1.013984501361847,-0.06499266624450684,-10.054828800099756,1.4285714285714286,0.7897160301510618
137,220800,662400,-0.00010460246630827896,5.5204421281814575,1.5040896832942963,4.733074462137665e-06,0.0,1.0049341320991516,-0.05017411708831787,-10.794466052133638,1.4303797468354431,0.7388432387501636
138,222400,667200,-1.3465210295215968e-05,5.837680697441101,1.5148928761482239,2.4388054811197435e-06,0.0,1.0042405426502228,-0.04878091812133789,-11.304151749859255,1.2266666666666666,0.752057095578377
139,224000,672000,-0.00014829218373080266,5.763309955596924,1.4954871237277985,2.3735850191997088e-06,0.0,0.9810127317905426,-0.05237925052642822,-11.53386450910189,1.381578947368421,0.8218183251461089
140,225600,676800,-2.635881379775551e-05,5.369275689125061,1.517062932252884,1.8541095840873822e-06,0.0,1.0219987034797668,-0.0539708137512207,-10.238255848908803,1.1851851851851851,0.8022096425389077
141,227200,681600,-4.757799021826159e-05,5.856420040130615,1.5173872113227844,1.919749138323823e-06,0.0,1.0322413444519043,-0.04760861396789551,-10.672354825768313,1.5324675324675325,0.8636313372053049
142,228800,686400,-0.000149031242399289,5.583569407463074,1.5053455531597137,3.5629164614192632e-06,0.0,1.0041234195232391,-0.08456015586853027,-12.002229293170451,1.8082191780821917,0.8225097443247898
