method,seed,mean_episode_return,std_episode_return,mean_episode_length,mean_collision_count,mean_landmarks_covered,success_near_end_rate,mean_sum_min_dists
multiagent,0,-6.810129529465404,3.3764512109570863,13.216666666666667,0.95,1.1017421718288594,0.95,0.9770345745287627
multiagent,1,-6.858484274893999,3.398573553239452,13.2,0.9833333333333333,1.095795396897564,0.95,0.9847687740342683
multiagent,2,-6.778956539245943,3.4214881505198376,13.15,1.0,1.092330114373071,0.95,0.9760471072284752
